StudentID,Name,Semester,Attendance,Python,SQL,Maths,DBMS,Aptitude,Projects,PowerBI_Skill,Excel_Skill,HTML_CSS_Skill,Java_Skill,Recommended_Career
STU350,Anitha Nair,2,71.7,79.0,53.0,56,66,45,2,No,Yes,No,No,Needs Skill Improvement
STU351,Vidya Prasad,5,86.6,71.0,67.0,76,66,36,4,No,Yes,Yes,No,UI/UX / Frontend
STU352,Arjun Menon,4,63.2,75.81343283582089,76.0,83,67,72,3,No,No,Yes,No,Data Analyst
STU353,Aishwarya Pillai,3,86.7,61.0,63.0,67,79,83,2,Yes,Yes,Yes,Yes,Software Developer
STU354,Ganesh Devi,1,76.6,81.0,57.0,67,66,47,2,Yes,Yes,Yes,Yes,Software Developer
STU355,Nithya Menon,2,92.3,100.0,44.0,45,93,75,3,Yes,Yes,No,No,Software Developer
STU356,Revathi Pillai,5,86.6,100.0,74.0,59,59,58,1,No,Yes,Yes,No,Data Analyst
STU357,Bala Iyer,1,80.5,53.0,65.0,71,100,53,2,No,Yes,Yes,No,UI/UX / Frontend
STU358,Sneha Iyer,2,94.9,76.0,75.0,76,33,67,3,No,Yes,No,No,Data Analyst
STU359,Sneha Devi,3,70.4,74.0,89.0,65,64,70,0,No,Yes,No,No,Needs Skill Improvement
STU360,Sathish Iyer,3,82.3,66.0,66.0,62,60,90,4,No,Yes,Yes,Yes,Needs Skill Improvement
STU361,Raj Prasad,5,72.5,72.0,60.0,41,78,89,3,Yes,Yes,No,No,Software Developer
STU362,Arun Reddy,2,83.2,97.0,92.0,77,76,79,2,Yes,No,No,No,Data Analyst
STU363,Meena Devi,6,74.7,67.0,74.0,78,67,74,2,No,No,No,No,Needs Skill Improvement
STU364,Senthil Menon,5,78.9,56.0,54.0,85,55,54,1,Yes,Yes,No,No,Needs Skill Improvement
STU365,Deepika Menon,6,69.1,97.0,78.0,86,55,82,2,Yes,No,No,Yes,Data Analyst
STU366,Sneha Menon,1,70.2,65.0,53.0,81,42,79,2,No,No,No,Yes,Needs Skill Improvement
STU367,Meena Prasad,2,83.1,66.0,53.0,44,70,46,0,No,Yes,No,No,Needs Skill Improvement
STU368,Uma Devi,3,88.0,70.0,62.0,81,54,71,0,No,Yes,No,No,Needs Skill Improvement
STU369,Gayathri Iyer,4,67.8,71.0,69.0,70,70,91,1,No,Yes,Yes,No,UI/UX / Frontend
STU370,Preethi Reddy,3,96.0,84.0,87.0,100,79,74,2,No,No,No,Yes,Data Analyst
STU371,Aishwarya Reddy,3,70.2,97.0,77.0,52,70,38,1,No,No,No,No,Data Analyst
STU372,Ramesh Menon,3,88.3,98.0,68.0,62,82,87,2,No,Yes,No,No,Software Developer
STU373,Sowmya Prasad,2,92.1,95.0,58.0,65,83,95,1,No,Yes,No,No,Software Developer
STU374,Kavya Devi,3,86.3,94.0,83.0,78,50,100,2,Yes,No,Yes,No,Data Analyst
STU375,Kavya Reddy,6,100.0,98.0,62.0,69,63,63,0,No,No,No,No,Needs Skill Improvement
STU376,Lakshmi Devi,2,85.1,69.0,67.0,74,51,84,3,No,Yes,No,No,Needs Skill Improvement
STU377,Mahesh Prasad,6,79.6,81.0,61.0,69,61,58,0,Yes,Yes,No,Yes,Needs Skill Improvement
STU378,Gayathri Reddy,5,59.6,68.0,68.87780548628429,86,49,58,1,Yes,Yes,No,Yes,Needs Skill Improvement
STU379,Vijay Raj,2,87.1,66.0,63.0,59,64,57,1,No,No,Yes,No,UI/UX / Frontend
STU380,Vijay Devi,3,66.0,75.0,47.0,82,52,69,2,Yes,No,Yes,Yes,Needs Skill Improvement
STU381,Lakshmi Prasad,1,100.0,70.0,99.0,83,72,75,1,No,No,No,No,Needs Skill Improvement
STU382,Arjun Sharma,3,65.8,67.0,97.0,70,15,47,3,No,No,No,Yes,Needs Skill Improvement
STU383,Ravi Kumar,5,98.8,70.0,66.0,67,93,94,2,No,Yes,No,Yes,Software Developer
STU384,Vijay Sharma,6,69.3,81.0,49.0,76,51,59,1,No,Yes,No,No,Needs Skill Improvement
STU385,Sneha Raj,1,66.7,78.0,89.0,64,54,66,2,No,No,Yes,No,Data Analyst
STU386,Siva Prasad,4,71.8,64.0,64.0,79,69,75,2,No,Yes,No,Yes,Software Developer
STU387,Mahesh Menon,3,79.6,61.0,55.0,62,69,67,2,No,No,Yes,No,UI/UX / Frontend
STU388,Lakshmi Kumar,3,100.0,53.0,88.0,66,56,53,2,No,No,No,No,Needs Skill Improvement
STU389,Mahesh Raj,1,55.0,100.0,65.0,76,64,63,1,Yes,No,Yes,No,UI/UX / Frontend
STU390,Uma Menon,1,70.2,66.0,89.0,65,86,60,1,No,Yes,No,No,Needs Skill Improvement
STU391,Siva Kumar,2,77.9,85.0,71.0,90,54,81,1,Yes,No,No,No,Data Analyst
STU392,Anitha Pillai,3,88.3,53.0,51.0,88,69,78,1,Yes,No,Yes,No,UI/UX / Frontend
STU393,Meena Devi,1,90.5,97.0,60.0,68,40,64,1,No,No,Yes,Yes,Needs Skill Improvement
STU394,Preethi Nair,5,66.9,79.0,69.0,78,40,70,2,No,No,No,No,Needs Skill Improvement
STU395,Raj Pillai,2,68.6,100.0,84.0,68,82,53,1,Yes,Yes,Yes,Yes,Data Analyst
STU396,Vidya Nair,4,82.8,100.0,68.0,46,76,45,2,Yes,Yes,No,No,Needs Skill Improvement
STU397,Dinesh Prasad,5,95.2,62.0,78.0,74,68,89,2,No,Yes,Yes,Yes,Software Developer
STU398,Aishwarya Prasad,5,85.6,82.0,72.0,59,49,68,4,Yes,Yes,No,No,Data Analyst
STU399,Anjali Kumar,5,80.9,71.0,54.0,73,68,51,1,No,No,No,Yes,Software Developer
STU400,Suresh Devi,6,79.2,81.0,63.0,69,66,65,2,Yes,No,Yes,No,UI/UX / Frontend
STU401,Swathi Prasad,6,93.0,67.0,68.0,90,45,49,3,Yes,Yes,Yes,No,UI/UX / Frontend
STU402,Meena Sharma,2,94.8,74.0,61.0,53,72,76,2,No,Yes,No,Yes,Software Developer
STU403,Lakshmi Reddy,1,82.3,81.0,61.0,72,27,60,1,No,No,No,No,Needs Skill Improvement
STU404,Prakash Kumar,4,78.4,64.0,74.0,59,67,77,0,No,No,No,No,Needs Skill Improvement
STU405,Dinesh Pillai,4,85.1,92.0,48.0,62,60,58,2,No,No,Yes,Yes,Needs Skill Improvement
STU406,Vijay Kumar,2,75.5,69.0,50.0,67,67,85,1,No,No,No,Yes,Software Developer
STU407,Vijay Prasad,6,82.7,85.0,49.0,95,68,94,2,No,No,No,Yes,Software Developer
STU408,Revathi Raj,6,81.8,93.0,66.0,88,75,66,1,No,Yes,No,Yes,Software Developer
STU409,Manoj Prasad,6,58.2,86.0,68.0,77,52,89,2,No,No,No,No,Needs Skill Improvement
STU410,Gayathri Devi,4,80.9,69.0,90.0,87,71,52,1,Yes,Yes,No,Yes,Software Developer
STU411,Kavya Reddy,2,76.4,56.0,76.0,75,62,58,1,Yes,No,No,Yes,Needs Skill Improvement
STU412,Anitha Prasad,2,75.5,67.0,60.0,70,66,62,2,Yes,No,Yes,No,UI/UX / Frontend
STU413,Karthik Kumar,2,78.9,74.0,42.0,92,65,76,1,No,Yes,No,Yes,Software Developer
STU414,Sowmya Pillai,6,72.4,76.0,89.0,68,56,79,1,No,No,Yes,No,Data Analyst
STU415,Siva Prasad,4,90.1,69.0,23.0,66,49,45,2,Yes,No,No,No,Needs Skill Improvement
STU416,Kavya Menon,6,77.9,72.0,57.0,53,90,57,0,Yes,Yes,No,Yes,Software Developer
STU417,Sowmya Nair,3,64.2,86.0,53.0,61,42,62,2,No,No,No,Yes,Needs Skill Improvement
STU418,Kumar Reddy,4,85.8,64.0,92.0,56,59,66,4,Yes,No,No,No,Needs Skill Improvement
STU419,Dinesh Raj,5,90.7,100.0,63.0,81,99,60,2,No,Yes,No,No,Needs Skill Improvement
STU420,Ravi Nair,6,91.1,83.0,93.0,76,74,59,1,No,Yes,Yes,No,Data Analyst
STU421,Ganesh Pillai,3,90.8,81.0,88.0,55,90,92,2,No,Yes,Yes,No,Data Analyst
STU422,Priya Raj,2,88.7,59.0,79.0,53,52,80,0,Yes,No,No,Yes,Needs Skill Improvement
STU423,Siva Pillai,1,69.8,75.81343283582089,82.0,71,58,39,0,Yes,Yes,Yes,No,Data Analyst
STU424,Nithya Pillai,1,97.3,41.0,61.0,59,68,71,0,No,No,No,No,Needs Skill Improvement
STU425,Lakshmi Menon,5,60.0,90.0,67.0,82,71,59,1,No,No,No,No,Needs Skill Improvement
STU426,Dinesh Prasad,2,94.2,92.0,68.0,75,74,52,2,No,Yes,No,Yes,Software Developer
STU427,Gayathri Nair,6,88.0,100.0,55.0,66,68,79,1,No,No,No,Yes,Software Developer
STU428,Sneha Raj,4,64.4,63.0,70.0,67,74,100,0,No,Yes,No,Yes,Software Developer
STU429,Ramesh Nair,3,76.0,71.0,59.0,67,86,32,3,No,No,No,Yes,Software Developer
STU430,Ganesh Raj,2,70.2,50.0,89.0,87,53,64,2,Yes,No,No,No,Needs Skill Improvement
STU431,Pooja Nair,6,86.4,80.0,98.0,71,47,76,0,Yes,Yes,No,No,Data Analyst
STU432,Sneha Prasad,6,76.4,75.81343283582089,100.0,63,52,71,0,Yes,No,No,Yes,Data Analyst
STU433,Uma Reddy,1,93.2,82.0,69.0,63,48,82,1,No,No,No,No,Needs Skill Improvement
STU434,Revathi Raj,3,70.4,95.0,61.0,100,73,56,2,No,No,Yes,Yes,Software Developer
STU435,Sathish Iyer,1,67.7,93.0,54.0,94,60,93,2,No,Yes,Yes,No,UI/UX / Frontend
STU436,Uma Reddy,1,78.9,80.0,67.0,65,46,70,2,No,Yes,Yes,Yes,Needs Skill Improvement
STU437,Arjun Menon,4,58.5,54.0,58.0,99,57,72,3,No,No,No,Yes,Needs Skill Improvement
STU438,Divya Devi,5,100.0,66.0,41.0,92,52,64,2,Yes,No,Yes,Yes,Needs Skill Improvement
STU439,Keerthi Pillai,4,100.0,92.0,73.0,86,81,61,2,Yes,No,No,Yes,Data Analyst
STU440,Dinesh Kumar,2,70.8,68.0,66.0,55,53,72,4,No,No,No,Yes,Needs Skill Improvement
STU441,Nithya Reddy,2,100.0,68.0,77.0,79,67,68,1,No,No,Yes,No,UI/UX / Frontend
STU442,Vijay Menon,6,78.8,67.0,100.0,79,67,77,2,No,No,Yes,No,UI/UX / Frontend
STU443,Sneha Raj,1,71.9,68.0,100.0,60,56,67,2,No,Yes,Yes,Yes,Needs Skill Improvement
STU444,Raj Devi,6,83.9,93.0,88.0,64,84,73,2,No,No,No,No,Data Analyst
STU445,Prakash Prasad,5,100.0,88.0,79.0,54,45,74,0,No,No,No,Yes,Data Analyst
STU446,Arun Reddy,4,72.9,78.0,50.0,69,57,61,2,Yes,Yes,No,No,Needs Skill Improvement
STU447,Meena Devi,1,93.1,69.0,70.0,55,90,98,3,No,No,Yes,Yes,Software Developer
STU448,Revathi Raj,6,100.0,83.0,62.0,83,40,71,2,No,No,No,Yes,Needs Skill Improvement
STU449,Anitha Menon,6,91.7,43.0,88.0,91,60,30,2,Yes,Yes,Yes,Yes,Needs Skill Improvement
STU450,Vijay Reddy,6,81.3,82.0,55.0,87,44,61,0,Yes,No,No,No,Needs Skill Improvement
STU451,Nithya Nair,4,89.8,74.0,67.0,67,82,60,4,Yes,No,No,Yes,Software Developer
STU452,Mahesh Devi,4,61.7,49.0,60.0,87,56,93,2,No,No,No,Yes,Needs Skill Improvement
STU453,Preethi Sharma,4,70.5,81.0,90.0,40,72,32,4,Yes,No,Yes,Yes,Data Analyst
STU454,Naveen Pillai,5,96.4,57.0,27.0,64,82,44,2,Yes,Yes,No,No,Needs Skill Improvement
STU455,Vignesh Raj,3,88.1,62.0,69.0,69,69,91,1,No,No,No,No,Needs Skill Improvement
STU456,Senthil Iyer,5,76.9,100.0,63.0,63,92,47,2,Yes,Yes,No,Yes,Software Developer
STU457,Nithya Kumar,3,87.7,76.0,68.0,53,68,58,2,No,Yes,No,Yes,Software Developer
STU458,Sowmya Pillai,5,91.2,77.0,90.0,77,88,63,4,No,Yes,Yes,Yes,Data Analyst
STU459,Sneha Sharma,4,70.2,59.0,100.0,90,93,51,0,Yes,Yes,No,Yes,Software Developer
STU460,Arjun Menon,3,71.4,51.0,91.0,88,63,84,2,No,No,No,No,Needs Skill Improvement
STU461,Pooja Reddy,5,68.3,90.0,75.0,68,52,59,1,No,Yes,No,Yes,Data Analyst
STU462,Bala Menon,3,89.5,86.0,57.0,48,73,72,1,No,No,No,No,Needs Skill Improvement
STU463,Naveen Devi,5,68.2,70.0,89.0,84,44,75,2,Yes,Yes,No,No,Needs Skill Improvement
STU464,Bala Devi,4,74.0,53.0,56.0,63,66,71,2,No,No,No,Yes,Software Developer
STU465,Ravi Iyer,6,78.5,81.0,62.0,69,50,69,1,Yes,No,No,Yes,Needs Skill Improvement
STU466,Mahesh Nair,4,73.2,81.0,75.0,73,47,88,2,No,Yes,Yes,Yes,Data Analyst
STU467,Anitha Menon,1,84.5,79.0,89.0,54,75,78,4,Yes,No,Yes,No,Data Analyst
STU468,Vignesh Reddy,5,90.1,92.0,78.0,66,61,97,3,No,Yes,No,No,Data Analyst
STU469,Pooja Raj,4,87.2,62.0,100.0,75,84,67,3,No,Yes,No,No,Needs Skill Improvement
STU470,Suresh Reddy,4,68.3,96.0,75.0,80,61,56,3,Yes,No,No,No,Data Analyst
STU471,Arun Sharma,4,69.0,62.0,67.0,76,57,90,1,Yes,Yes,No,Yes,Needs Skill Improvement
STU472,Anitha Raj,4,63.6,56.0,26.0,85,65,85,2,Yes,No,Yes,Yes,Software Developer
STU473,Sathish Iyer,5,91.9,100.0,43.0,46,55,78,3,No,Yes,No,Yes,Needs Skill Improvement
STU474,Uma Raj,3,81.0,99.0,84.0,48,64,70,4,Yes,Yes,Yes,Yes,Data Analyst
STU475,Arjun Nair,3,71.4,82.0,75.0,74,50,67,2,Yes,Yes,No,No,Data Analyst
STU476,Sneha Reddy,1,78.7,68.0,60.0,87,93,5,2,No,No,Yes,No,UI/UX / Frontend
STU477,Anjali Raj,2,83.3,74.0,75.0,71,52,82,2,No,No,Yes,No,UI/UX / Frontend
STU478,Vijay Devi,6,62.9,67.0,61.0,86,49,58,1,Yes,Yes,No,Yes,Needs Skill Improvement
STU479,Meena Nair,1,58.0,56.0,36.0,70,62,65,1,Yes,Yes,No,Yes,Needs Skill Improvement
STU480,Suresh Menon,2,69.3,79.0,77.0,65,52,71,4,Yes,No,Yes,No,Data Analyst
STU481,Sowmya Kumar,1,80.1,70.0,67.0,74,50,54,2,No,Yes,Yes,No,UI/UX / Frontend
STU482,Ganesh Kumar,3,73.9,61.0,93.0,72,76,89,1,No,Yes,Yes,Yes,Software Developer
STU483,Ramesh Iyer,4,75.4,73.0,63.0,55,59,5,4,No,No,Yes,No,UI/UX / Frontend
STU484,Anitha Devi,5,75.4,70.0,74.0,84,46,53,2,No,Yes,No,No,Needs Skill Improvement
STU485,Senthil Pillai,6,68.4,70.0,60.0,62,79,49,2,No,Yes,No,Yes,Software Developer
STU486,Lakshmi Sharma,2,96.9,72.0,64.0,83,48,87,0,No,Yes,Yes,Yes,Needs Skill Improvement
STU487,Meena Pillai,4,74.6,63.0,69.0,68,59,59,4,Yes,No,Yes,No,UI/UX / Frontend
STU488,Anjali Devi,4,92.0,76.0,94.0,100,57,63,4,Yes,Yes,No,Yes,Data Analyst
STU489,Gayathri Sharma,2,91.4,78.0,45.0,69,69,72,2,Yes,No,No,No,Needs Skill Improvement
STU490,Revathi Prasad,4,88.4,71.0,94.0,77,56,86,2,No,Yes,No,No,Needs Skill Improvement
STU491,Sathish Kumar,4,96.7,85.0,76.0,77,56,68,2,No,Yes,No,Yes,Data Analyst
STU492,Vijay Reddy,2,66.4,82.0,74.0,94,55,56,3,No,Yes,No,No,Data Analyst
STU493,Karthik Menon,3,79.0,83.0,85.0,71,92,73,1,No,Yes,Yes,Yes,Data Analyst
STU494,Gayathri Prasad,6,89.0,57.0,72.0,89,72,59,2,No,No,No,No,Needs Skill Improvement
STU495,Aishwarya Prasad,4,95.0,55.0,64.0,61,70,88,2,No,No,Yes,No,UI/UX / Frontend
STU496,Sowmya Devi,4,81.2,72.0,64.0,77,46,66,3,No,No,Yes,Yes,Needs Skill Improvement
STU497,Mahesh Raj,2,78.9,71.0,87.0,74,54,98,4,No,No,No,Yes,Needs Skill Improvement
STU498,Bala Pillai,3,75.6,64.0,100.0,89,47,75,2,No,No,No,No,Needs Skill Improvement
STU499,Siva Prasad,6,86.1,96.0,79.0,57,85,94,2,No,Yes,No,Yes,Data Analyst
STU500,Vijay Kumar,6,73.7,82.0,67.0,60,53,98,1,No,Yes,No,No,Needs Skill Improvement
